Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","PCIe Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Voltage Offset [V]","GT Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","Analog IO Voltage Offset [V]","Digital IO Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","GT OC Ratio Limit [x]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 0 C3 Residency [%]","Core 1 C3 Residency [%]","Core 2 C3 Residency [%]","Core 3 C3 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Motherboard [°C]","Auxiliary [°C]","AUXTIN1 [°C]","CPU (PECI) [°C]","VCCIN [V]","+5V [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","CPU SA [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","Vcore [V]","CPU I/O [V]","DIMM [V]","VRING [V]","CPU 1 [RPM]","Chassis1 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU PCIe +12V Input Voltage [V]","GPU 8-pin #1 Input Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU PCIe +12V Input Power [W]","GPU 8-pin #1 Input Power [W]","GPU FBVDD_Q Input Power (sum) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU Core (NVVDD) Output Power (sum) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","Framerate [FPS]","Framerate 1% Low [FPS]","Framerate 0.1% Low [FPS]",
15.2.2021,20:15:49.411,7926,5960,57.0,3401,4742,41.7,16.0,0.750,0.752,0.757,0.755,1195.4,1195.4,1195.4,1195.4,99.6,1195.4,99.6,536.5,558.6,516.0,570.3,545.4,61.6,59.8,56.8,64.0,64.0,60.5,100.0,12.0,12.0,12.0,12.0,12.0,35,36,33,33,65,64,67,67,39,36,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,36,39,0.000,0.000,0.000,0.000,0.000,0.000,8.737,2.456,1.811,25.0,60.0,62.4,57.7,64.2,0.5,1.8,0.3,1.0,29.5,24.7,34.4,26.2,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,41.0,44.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.728,3.424,2.944,1.008,0.736,1.008,1.488,1.864,712,924,910,No,30,No,No,33,No,No,821,2602,100.0,0.0,100.0,3.993,0.001,17559,6452,23.4,0.0,23.4,11.780,0.000,10687,26,55,1.000,12.112,12.144,0,29.917,19.101,9.144,10.000,12.192,10.364,961.9,1502.3,788.7,961.9,20.0,15.0,0.0,0.0,28.9,14.9,0.0,0.0,4.1,0.0,0.0,0,No,No,No,No,Yes,No,29.5,23.0,593,567,25,8.0,229,21,0.396,0.097,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:15:52.064,7941,5945,57.1,3487,4656,42.8,16.0,0.711,0.713,0.717,0.715,797.0,797.0,797.0,797.0,99.6,797.0,99.6,598.6,617.9,588.8,604.1,602.3,64.6,62.8,65.8,61.6,65.8,63.7,100.0,8.0,8.0,8.0,8.0,8.0,35,35,34,31,65,65,66,69,39,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,35,38,0.000,0.000,0.000,0.000,0.000,0.000,9.368,2.798,1.928,25.0,66.9,68.9,65.8,67.7,1.2,1.3,1.1,1.2,21.3,18.6,24.5,22.6,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,42.0,42.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.648,1.008,1.488,1.872,714,920,925,No,30,No,No,33,No,No,821,2602,100.0,0.0,100.0,36.835,0.001,17655,6452,0.0,0.0,0.0,0.000,0.007,10687,26,55,1.037,12.096,12.136,0,35.836,21.470,12.694,11.195,16.930,14.392,1189.7,1752.8,975.7,1189.7,14.0,9.0,0.0,0.0,29.2,14.1,0.0,0.0,3.2,0.0,0.0,0,No,No,No,No,Yes,No,33.8,27.6,598,572,26,8.0,229,21,3.602,2.234,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:15:54.650,7987,5899,57.5,3646,4497,44.7,14.8,0.711,0.718,0.717,0.715,797.0,797.0,797.0,797.0,99.6,797.0,99.6,631.7,641.6,577.5,616.3,616.8,65.3,65.8,52.6,61.2,65.8,61.2,100.0,8.0,8.0,8.0,8.0,8.0,35,34,33,31,65,66,67,69,39,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,35,39,0.000,0.000,0.000,0.000,0.000,0.000,9.276,2.776,2.048,25.0,63.4,64.2,57.4,62.3,0.0,0.1,0.2,0.0,29.7,29.6,37.8,32.5,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,42.0,94.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.711,1.008,1.488,1.864,713,928,931,No,30,No,No,33,No,No,821,2602,100.0,0.7,100.0,38.892,0.083,17750,6452,0.0,0.0,0.0,0.000,0.000,10687,26,54,1.000,12.112,12.144,0,29.723,19.004,9.047,9.937,12.059,10.251,961.9,1502.3,788.7,961.9,16.0,12.0,0.0,0.0,29.6,12.5,0.0,0.0,4.6,0.0,0.0,0,No,No,No,No,Yes,No,29.7,22.9,606,581,31,8.0,229,21,0.104,0.122,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:15:57.549,7974,5912,57.4,3636,4507,44.6,14.8,0.711,0.713,0.717,0.720,797.0,797.0,797.0,797.0,99.6,797.0,99.6,290.9,268.4,216.1,328.9,276.1,34.9,31.3,24.6,35.5,35.5,31.6,100.0,8.0,8.0,8.0,8.0,8.0,34,35,32,31,66,65,68,69,38,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,36,38,0.000,0.000,0.000,0.000,0.000,0.000,6.961,1.227,1.601,25.0,36.4,33.5,27.0,41.1,0.2,0.4,0.0,0.0,56.1,59.4,67.4,54.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,42.0,76.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.711,1.008,1.488,1.872,713,921,915,No,30,No,No,33,No,No,821,2602,100.0,2.1,100.0,2.920,0.250,17758,6453,0.0,0.0,0.0,0.000,0.001,10687,26,54,1.000,12.112,12.144,0,29.823,18.810,9.339,9.646,12.448,10.582,961.9,1502.3,788.7,961.9,23.0,17.0,0.0,0.0,29.7,15.1,0.0,0.0,5.5,0.0,0.0,0,No,No,No,No,Yes,No,28.9,22.9,607,582,32,8.0,229,21,0.022,0.053,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:16:0.314,7972,5914,57.4,3640,4503,44.6,14.8,0.711,0.718,0.717,0.715,797.0,797.0,797.0,797.0,99.6,797.0,99.6,455.2,384.8,319.2,319.5,369.7,49.7,41.0,31.7,30.6,49.7,38.3,100.0,8.0,8.0,8.0,8.0,8.0,35,34,32,31,65,66,68,69,39,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,36,38,0.000,0.000,0.000,0.000,0.000,0.000,7.726,1.738,1.613,25.0,56.9,48.1,39.9,39.9,0.8,0.7,1.4,0.7,30.4,40.0,49.0,50.1,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,42.0,70.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.711,1.008,1.488,1.864,717,914,910,No,30,No,No,33,No,No,821,2602,13.4,1.9,15.4,0.134,0.644,17758,6454,52.0,0.0,52.0,0.104,0.001,10688,26,55,1.000,12.104,12.136,0,33.549,20.335,11.541,10.441,15.388,13.082,961.9,1502.3,788.7,961.9,22.0,16.0,0.0,0.0,29.7,14.6,0.0,0.0,7.9,0.0,0.0,0,No,No,No,No,Yes,No,27.6,21.4,608,583,31,8.0,229,21,0.407,1.912,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:16:3.237,7989,5897,57.5,3630,4512,44.5,14.8,0.731,0.738,0.732,0.735,996.2,996.2,996.2,996.2,99.6,996.2,99.6,714.6,758.5,699.2,711.6,721.0,76.3,83.3,74.1,76.3,83.3,77.5,100.0,10.0,10.0,10.0,10.0,10.0,35,35,34,31,65,65,66,69,38,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,35,38,0.000,0.000,0.000,0.000,0.000,0.000,9.761,3.223,2.030,25.0,76.5,80.7,74.3,75.8,0.0,0.0,0.0,0.0,18.4,14.3,20.7,19.8,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,41.0,48.0,37.0,1.744,5.120,3.360,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.656,1.008,1.488,1.864,713,914,909,No,30,No,No,33,No,No,821,2602,14.3,0.7,15.0,0.207,0.215,17759,6455,75.3,0.0,75.4,19.860,0.006,10746,26,55,1.000,12.104,12.144,0,32.500,19.947,10.881,10.272,14.512,12.337,961.9,1502.3,788.7,961.9,26.0,18.0,0.0,0.0,29.8,14.8,0.0,0.0,7.0,0.0,0.0,0,No,No,No,No,Yes,No,30.7,25.0,610,585,29,8.0,229,21,2.629,1.111,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:16:5.936,7995,5891,57.5,3646,4497,44.7,14.8,0.776,0.777,0.771,0.775,1394.7,1394.7,1394.7,1394.7,99.6,1394.7,99.6,687.3,682.6,754.5,745.4,717.4,69.6,69.6,70.6,71.2,71.2,70.3,100.0,14.0,14.0,14.0,14.0,14.0,35,35,35,33,65,65,65,67,39,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,36,38,0.000,0.000,0.000,0.000,0.000,0.000,9.935,3.391,2.121,25.0,69.1,67.9,74.0,73.3,0.0,0.0,0.0,0.0,25.5,28.1,21.4,23.2,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,40.0,44.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.744,3.424,2.944,1.008,0.544,1.008,1.488,1.864,709,921,914,No,30,No,No,33,No,No,821,2602,11.5,2.4,14.0,0.131,0.116,17759,6455,9.0,0.0,9.0,6.617,0.000,10763,26,54,1.000,12.104,12.136,0,33.353,20.238,11.444,10.377,15.255,12.968,961.9,1502.3,788.7,961.9,15.0,11.0,0.0,0.0,29.8,14.4,0.0,0.0,6.3,0.0,0.0,0,No,No,No,No,Yes,No,28.5,25.7,610,585,29,8.0,229,21,2.776,1.211,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:16:8.737,8022,5864,57.7,3676,4467,45.1,14.8,0.790,0.792,0.796,0.795,1593.9,1593.9,1593.9,1593.9,99.6,1593.9,99.6,1023.7,1046.9,1031.0,1041.5,1035.8,90.0,94.1,91.2,91.2,94.1,91.6,100.0,16.0,16.0,16.0,16.0,16.0,37,36,34,33,63,64,66,67,39,37,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,38,39,0.000,0.000,0.000,0.000,0.000,0.000,12.060,5.074,2.238,25.0,89.1,91.6,89.4,90.6,0.1,0.0,0.0,0.0,8.2,5.5,8.5,7.7,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,39.0,38.0,38.0,1.744,5.120,3.360,3.360,12.192,0.824,0.784,3.424,2.944,1.008,0.776,1.008,1.488,1.872,718,914,924,No,30,No,No,33,No,No,821,2602,45.3,5.5,50.8,0.297,0.097,17760,6456,62.6,0.0,62.6,0.516,0.000,10765,26,54,1.000,12.112,12.144,0,30.499,19.294,9.533,10.063,12.715,10.809,961.9,1502.3,788.7,961.9,15.0,11.0,0.0,0.0,29.6,12.6,0.0,0.0,3.6,0.0,0.0,0,No,No,No,No,Yes,No,28.4,23.5,599,580,28,8.0,229,22,8.158,2.951,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:16:11.463,8008,5878,57.6,3683,4460,45.2,14.8,0.711,0.718,0.717,0.720,797.0,797.0,797.0,797.0,99.6,797.0,99.6,536.9,547.5,496.8,501.9,520.8,52.4,50.8,45.3,45.3,52.4,48.5,100.0,8.0,8.0,8.0,8.0,8.0,34,35,33,31,66,65,67,69,38,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38,34,38,0.000,0.000,0.000,0.000,0.000,0.000,8.806,2.585,1.740,25.0,55.8,55.7,51.1,50.9,0.1,0.0,0.0,0.0,36.5,35.8,42.0,42.6,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,42.0,63.0,37.0,1.744,5.120,3.376,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.711,1.008,1.488,1.872,713,915,927,No,30,No,No,33,No,No,821,2602,1.9,2.8,4.8,0.047,0.137,17760,6456,43.8,0.0,43.8,12.874,0.000,10798,26,55,1.000,12.104,12.144,0,31.349,19.475,10.201,10.028,13.601,11.562,961.9,1502.3,788.7,961.9,16.0,12.0,0.0,0.0,29.2,14.7,0.0,0.0,3.2,0.0,0.0,0,No,No,No,No,Yes,No,28.6,24.1,597,571,27,8.0,229,22,4.895,2.258,0,0,0.000,0.000,0,0,0,0,
15.2.2021,20:16:14.128,8009,5877,57.6,3691,4451,45.3,14.8,0.716,0.718,0.717,0.720,797.0,797.0,797.0,797.0,99.6,797.0,99.6,383.7,330.3,323.8,410.1,362.0,50.0,39.6,37.9,45.9,50.0,43.4,100.0,8.0,8.0,8.0,8.0,8.0,35,33,32,31,65,67,68,69,38,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37,35,37,0.000,0.000,0.000,0.000,0.000,0.000,7.257,1.452,1.547,25.0,48.0,41.3,40.5,51.3,0.0,0.1,0.0,0.0,46.3,54.2,55.1,44.6,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,42.0,51.0,38.0,1.744,5.120,3.376,3.360,12.192,0.824,0.704,3.424,2.944,1.008,0.716,1.008,1.488,1.872,716,922,931,No,30,No,No,33,No,No,821,2602,0.0,0.1,0.1,0.000,0.071,17760,6456,16.9,2.2,19.0,0.167,0.009,10799,26,54,1.000,12.104,12.136,0,34.894,20.722,12.500,10.509,16.663,14.165,961.9,1502.3,788.7,961.9,20.0,15.0,0.0,0.0,29.2,14.3,0.0,0.0,2.9,0.0,0.0,0,No,No,No,No,Yes,No,31.5,26.8,597,571,27,8.0,229,22,0.062,0.071,0,0,0.000,0.000,0,0,0,0,
