Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","PCIe Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Voltage Offset [V]","GT Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","Analog IO Voltage Offset [V]","Digital IO Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","GT OC Ratio Limit [x]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 0 C3 Residency [%]","Core 1 C3 Residency [%]","Core 2 C3 Residency [%]","Core 3 C3 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Motherboard [°C]","Auxiliary [°C]","AUXTIN1 [°C]","CPU (PECI) [°C]","VCCIN [V]","+5V [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","CPU SA [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","Vcore [V]","CPU I/O [V]","DIMM [V]","VRING [V]","CPU 1 [RPM]","Chassis1 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU PCIe +12V Input Voltage [V]","GPU 8-pin #1 Input Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU PCIe +12V Input Power [W]","GPU 8-pin #1 Input Power [W]","GPU FBVDD_Q Input Power (sum) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU Core (NVVDD) Output Power (sum) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
15.2.2021,19:14:21.055,12023,1764,87.2,7835,308,96.2,6.7,1.025,1.066,1.066,1.025,3686.0,3885.2,3885.2,3686.0,99.6,3686.0,99.6,2291.0,2429.7,2357.6,2444.4,2380.7,58.2,58.8,64.1,67.6,67.6,62.2,100.0,37.0,39.0,39.0,37.0,37.0,44,42,43,41,56,58,57,59,44,44,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,40,0.000,0.000,0.000,0.000,0.000,0.000,34.825,25.485,3.204,25.0,61.5,65.1,63.2,65.5,0.2,0.7,0.2,0.4,21.4,19.8,21.5,17.9,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,20.0,42.0,42.0,1.728,5.120,3.360,3.344,12.192,0.816,1.016,3.424,2.944,1.008,0.608,1.008,1.488,1.864,706,920,911,No,31,No,No,33,No,No,821,2594,61.4,55.8,100.0,0.283,2.758,9508,3836,1.1,0.0,1.1,0.077,0.000,2747,21,60,1.212,12.008,12.048,0,92.049,38.245,52.144,14.881,69.517,59.095,1354.2,1752.8,1110.5,1354.2,99.0,56.0,0.0,12.0,98.0,95.2,0.0,0.0,0.0,0.0,0.0,0,No,No,Yes,No,No,No,68.5,70.8,2008,1986,239,8.0,216,13,0.000,0.083,0,0,0.000,0.000,0,47,2,2,
15.2.2021,19:14:23.611,12016,1771,87.1,7816,327,95.9,6.7,1.025,1.047,1.022,1.025,3686.0,3785.6,3686.0,3686.0,99.6,3785.6,99.6,1930.9,2089.6,2082.3,2209.1,2078.0,48.7,52.4,57.9,56.7,57.9,53.9,100.0,37.0,38.0,37.0,37.0,38.0,43,42,41,39,57,58,59,61,43,43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,41,0.000,0.000,0.000,0.000,0.000,0.000,31.605,22.399,3.160,25.0,51.5,55.6,55.4,58.7,0.2,0.1,0.3,0.3,37.5,36.0,33.6,26.7,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,18.0,58.0,42.0,1.728,5.120,3.360,3.360,12.096,0.824,1.128,3.424,2.944,1.008,0.656,1.008,1.488,1.864,709,914,914,No,31,No,No,33,No,No,821,2594,1.8,1.5,3.2,0.022,0.706,9508,3838,2.3,0.0,2.4,0.716,0.001,2749,21,61,1.212,12.016,12.056,0,92.110,38.271,52.178,14.892,69.563,59.135,1354.2,1752.8,1110.5,1354.2,97.0,56.0,0.0,10.0,98.0,96.7,0.0,0.0,0.0,0.0,0.0,0,No,No,Yes,No,No,No,68.8,70.9,2008,1986,239,8.0,216,13,0.106,0.062,0,0,0.000,0.000,0,46,2,2,
15.2.2021,19:14:26.220,12017,1770,87.1,7819,324,96.0,6.7,1.025,1.022,1.022,1.025,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1969.6,2178.0,1999.5,2127.4,2068.6,50.3,62.5,49.0,52.1,62.5,53.5,100.0,37.0,37.0,37.0,37.0,37.0,43,43,42,37,57,57,58,63,43,43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,41,0.000,0.000,0.000,0.000,0.000,0.000,31.163,22.136,3.054,25.0,52.5,57.9,53.3,56.6,0.2,0.5,0.4,0.5,40.0,26.8,37.9,33.3,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,51.0,43.0,1.728,5.120,3.360,3.344,12.192,0.824,1.128,3.424,2.944,1.008,0.560,1.008,1.488,1.864,711,914,914,No,31,No,No,33,No,No,821,2594,4.3,1.5,5.9,0.078,0.689,9509,3839,6.0,0.0,6.0,0.089,0.000,2749,21,62,1.212,12.016,12.056,0,88.968,36.937,50.370,14.160,67.152,57.085,1354.2,1752.8,1110.5,1354.2,99.0,56.0,0.0,11.0,98.0,97.0,0.0,0.0,0.0,0.0,0.0,3,No,No,Yes,No,No,No,69.5,68.4,2008,1986,239,8.0,216,13,5.480,2.546,0,0,0.000,0.000,0,51,2,2,
15.2.2021,19:14:28.779,12018,1769,87.1,7821,322,96.0,6.7,1.025,1.022,1.022,1.025,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1914.6,2092.2,1989.4,2179.7,2044.0,49.3,59.0,54.2,55.4,59.0,54.5,100.0,37.0,37.0,37.0,37.0,37.0,44,42,46,38,56,58,54,62,46,46,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,40,0.000,0.000,0.000,0.000,0.000,0.000,31.014,22.011,3.067,25.0,51.0,55.6,52.9,57.9,0.1,0.3,0.2,0.3,39.1,35.8,37.3,33.5,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,20.0,31.0,42.0,1.744,5.120,3.360,3.344,12.192,0.824,1.040,3.424,2.944,1.008,0.696,1.008,1.488,1.864,713,918,913,No,31,No,No,33,No,No,821,2594,2.6,1.6,4.2,0.084,0.724,9509,3841,1.5,0.0,1.5,0.510,0.007,2751,21,62,1.187,12.032,12.080,738,75.369,32.980,40.722,13.412,54.288,46.149,1342.0,1752.8,1101.1,1342.0,96.0,52.0,0.0,13.0,97.5,95.9,0.0,0.0,0.0,0.0,0.0,21,No,No,Yes,No,No,No,57.4,58.0,1997,1975,250,8.0,216,13,0.170,0.241,0,0,0.000,0.000,0,50,2,2,
15.2.2021,19:14:31.334,12015,1772,87.1,7864,279,96.5,6.7,1.025,1.022,1.047,1.070,3686.0,3686.0,3785.6,3885.2,99.6,3686.0,99.6,1943.5,1945.9,1833.5,1999.7,1930.7,53.3,53.9,48.4,50.3,53.9,51.5,100.0,37.0,37.0,38.0,39.0,37.0,41,42,42,40,59,58,58,60,42,42,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,42,41,0.000,0.000,0.000,0.000,0.000,0.000,29.665,20.737,3.232,25.0,51.7,51.7,48.8,53.2,0.2,0.7,0.2,0.6,37.8,38.5,42.1,38.1,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,26.0,58.0,42.0,1.744,5.120,3.360,3.344,12.192,0.824,1.064,3.424,2.944,1.008,0.600,1.008,1.488,1.864,715,922,914,No,31,No,No,33,No,No,821,2594,1.7,1.9,3.6,0.112,0.864,9509,3843,0.0,0.0,0.0,0.000,0.019,2751,21,62,1.187,12.032,12.072,544,78.496,33.846,42.988,13.518,57.318,48.727,1342.0,1752.8,1101.1,1342.0,99.0,43.0,0.0,16.0,97.5,99.9,0.0,0.0,0.0,0.0,0.0,26,No,No,Yes,No,No,No,59.9,60.4,1997,1975,250,8.0,216,13,0.033,0.053,0,0,0.000,0.000,0,40,2,2,
15.2.2021,19:14:33.956,12016,1771,87.1,7838,305,96.2,6.7,1.025,1.047,1.071,1.050,3686.0,3785.6,3885.2,3785.6,99.6,3686.0,99.6,1736.8,1715.2,1825.4,1929.9,1801.8,52.1,45.3,49.6,50.3,52.1,49.3,100.0,37.0,38.0,39.0,38.0,37.0,40,41,39,37,60,59,61,63,41,41,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,41,40,0.000,0.000,0.000,0.000,0.000,0.000,28.354,19.518,3.259,25.0,46.1,45.6,48.4,51.1,0.2,0.3,0.7,0.0,45.8,47.0,44.6,39.2,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,23.0,57.0,42.0,1.728,5.120,3.360,3.344,12.192,0.816,1.112,3.424,2.944,1.008,1.025,1.008,1.488,1.864,713,917,910,No,31,No,No,33,No,No,821,2594,4.9,2.7,7.6,0.088,0.764,9509,3845,2.1,0.0,2.1,0.053,0.007,2751,21,63,1.187,12.040,12.080,493,75.966,33.194,41.108,13.489,54.807,46.593,1342.0,1752.8,1101.1,1342.0,98.0,50.0,0.0,12.0,97.5,99.2,0.0,0.0,0.0,0.0,0.0,29,No,No,Yes,No,No,No,61.5,58.4,1997,1975,250,8.0,216,13,0.102,0.056,0,0,0.000,0.000,0,40,2,2,
15.2.2021,19:14:36.517,12007,1779,87.0,7818,325,96.0,6.7,1.025,1.022,1.066,1.070,3686.0,3686.0,3885.2,3885.2,99.6,3686.0,99.6,1742.3,1818.3,1852.7,2125.2,1884.6,46.4,51.1,48.2,57.7,57.7,50.8,100.0,37.0,37.0,39.0,39.0,37.0,43,41,43,39,57,59,57,61,43,43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,40,0.000,0.000,0.000,0.000,0.000,0.000,29.057,20.140,3.226,25.0,46.4,48.4,49.3,56.3,0.1,0.0,0.2,0.4,45.7,44.9,41.9,29.9,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,25.0,56.0,42.0,1.744,5.120,3.360,3.344,12.192,0.824,1.128,3.424,2.944,1.008,0.592,1.008,1.488,1.864,715,924,910,No,31,No,No,33,No,No,821,2594,4.7,1.6,6.3,0.289,0.783,9510,3847,1.0,0.0,1.0,0.052,0.000,2751,21,62,1.187,12.048,12.088,600,72.673,31.975,39.032,12.958,52.039,44.238,1342.0,1752.8,1101.1,1342.0,99.0,43.0,0.0,18.0,97.5,98.6,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,63.2,55.9,1997,1975,250,8.0,216,13,0.000,0.000,0,0,0.000,0.000,0,40,2,2,
15.2.2021,19:14:39.086,12008,1778,87.0,7795,348,95.7,6.7,1.025,1.071,1.071,1.025,3686.0,3885.2,3885.2,3686.0,99.6,3785.6,99.6,1737.0,1822.0,1828.8,1967.4,1838.8,42.6,50.6,46.9,52.4,52.4,48.1,100.0,37.0,39.0,39.0,37.0,38.0,41,39,40,37,59,61,60,63,41,41,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,42,41,0.000,0.000,0.000,0.000,0.000,0.000,28.439,19.670,3.215,25.0,46.2,48.5,48.6,52.2,0.2,0.2,0.2,0.2,45.2,45.0,41.4,38.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,26.0,60.0,42.0,1.744,5.120,3.360,3.344,12.192,0.824,1.040,3.424,2.944,1.008,0.632,1.008,1.488,1.864,710,930,909,No,31,No,No,33,No,No,821,2594,4.0,1.6,5.6,0.167,0.744,9510,3849,1.1,0.0,1.1,0.071,0.000,2751,21,62,1.187,12.040,12.080,698,73.482,32.436,39.381,13.307,52.500,44.628,1342.0,1752.8,1101.1,1342.0,99.0,46.0,0.0,14.0,97.5,98.8,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,59.1,56.5,1997,1975,250,8.0,216,13,0.256,0.237,0,0,0.000,0.000,0,43,2,2,
15.2.2021,19:14:41.643,12007,1779,87.0,7782,360,95.5,6.7,1.025,1.022,1.022,1.025,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1726.6,1794.8,1756.3,2043.8,1830.4,44.2,46.0,49.0,51.5,51.5,47.7,100.0,37.0,37.0,37.0,37.0,37.0,44,42,45,42,56,58,55,58,46,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,46,41,0.000,0.000,0.000,0.000,0.000,0.000,28.429,19.687,3.190,25.0,45.9,47.7,46.7,54.1,0.1,0.1,0.4,0.1,46.8,45.5,45.7,35.3,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,24.0,51.0,42.0,1.744,5.120,3.360,3.360,12.096,0.816,1.088,3.424,2.944,1.008,1.025,1.008,1.488,1.864,709,924,909,No,31,No,No,33,No,No,821,2594,1.6,1.6,3.2,0.072,0.714,9511,3851,1.7,0.0,1.7,0.883,0.000,2753,21,62,1.187,12.032,12.072,725,79.062,34.412,42.988,14.083,57.318,48.727,1342.0,1752.8,1101.1,1342.0,99.0,50.0,0.0,12.0,97.5,99.2,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,64.0,60.8,1997,1975,250,8.0,216,13,0.072,0.055,0,0,0.000,0.000,0,43,2,2,
15.2.2021,19:14:44.190,12008,1778,87.0,7777,366,95.5,6.7,1.025,1.047,1.022,1.045,3686.0,3785.6,3686.0,3785.6,99.6,3686.0,99.6,1778.6,1780.8,1674.1,1976.8,1802.6,47.5,45.1,42.0,56.0,56.0,47.6,100.0,37.0,38.0,37.0,38.0,37.0,43,41,41,41,57,59,59,59,43,43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,40,0.000,0.000,0.000,0.000,0.000,0.000,28.314,19.480,3.223,25.0,47.2,47.3,44.6,52.4,0.1,0.3,0.3,0.0,44.2,44.6,49.1,34.5,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,22.0,51.0,42.0,1.744,5.120,3.360,3.360,12.096,0.824,1.072,3.424,2.944,1.008,1.025,1.008,1.488,1.864,714,917,909,No,31,No,No,33,No,No,821,2594,5.3,1.5,6.7,2.055,0.722,9516,3852,0.0,0.0,0.0,0.000,0.000,2753,21,62,1.187,12.040,12.080,727,74.821,32.725,40.432,13.246,53.901,45.819,1342.0,1752.8,1101.1,1342.0,93.0,46.0,0.0,13.0,97.5,98.9,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,61.4,57.6,1997,1975,250,8.0,216,13,0.033,0.021,0,0,0.000,0.000,0,38,2,2,
15.2.2021,19:14:46.740,12008,1779,87.0,7769,374,95.4,6.7,1.025,1.022,1.022,1.045,3686.0,3686.0,3686.0,3785.6,99.6,3686.0,99.6,1737.7,1767.6,1783.4,1971.5,1815.0,46.9,36.4,47.5,53.0,53.0,46.0,100.0,37.0,37.0,37.0,38.0,37.0,44,41,42,41,56,59,58,59,44,44,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,42,0.000,0.000,0.000,0.000,0.000,0.000,28.449,19.616,3.241,25.0,46.1,46.9,47.3,52.2,0.2,0.4,0.3,0.5,45.3,45.9,44.3,38.9,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,53.0,42.0,1.744,5.120,3.360,3.344,12.192,0.824,1.056,3.424,2.944,1.008,0.568,1.008,1.488,1.864,719,924,914,No,31,No,No,33,No,No,821,2594,0.5,1.5,2.1,0.025,0.687,9516,3854,1.7,0.0,1.7,1.047,0.000,2756,21,61,1.187,12.040,12.080,717,75.400,32.821,40.915,13.179,54.553,46.375,1342.0,1752.8,1101.1,1342.0,99.0,49.0,0.0,12.0,97.5,99.4,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,58.9,58.0,1997,1975,250,8.0,216,13,1.525,0.000,0,0,0.000,0.000,0,39,2,2,
15.2.2021,19:14:49.299,12010,1777,87.1,7768,375,95.3,6.7,1.025,1.047,1.022,1.025,3686.0,3785.6,3686.0,3686.0,99.6,3686.0,99.6,1694.0,1699.6,1757.0,2022.3,1793.2,42.0,43.9,45.1,48.1,48.1,44.8,100.0,37.0,38.0,37.0,37.0,37.0,43,40,40,38,57,60,60,62,43,43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,41,0.000,0.000,0.000,0.000,0.000,0.000,28.254,19.429,3.196,25.0,45.1,45.2,46.7,53.5,0.3,0.4,0.2,0.1,47.3,48.2,45.8,37.1,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,27.0,69.0,42.0,1.744,5.120,3.360,3.360,12.192,0.816,1.008,3.424,2.944,1.008,0.528,1.008,1.488,1.864,709,926,929,No,31,No,No,33,No,No,821,2594,0.8,2.9,3.7,0.024,0.768,9516,3856,0.7,0.0,0.7,0.004,0.000,2756,21,61,1.187,12.032,12.072,716,76.193,33.268,41.262,13.515,55.012,46.767,1342.0,1752.8,1101.1,1342.0,95.0,44.0,0.0,15.0,97.5,98.6,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,59.9,58.6,1997,1975,250,8.0,216,13,0.145,0.037,0,0,0.000,0.000,0,40,2,2,
15.2.2021,19:14:51.870,12009,1778,87.1,7760,383,95.2,6.7,1.045,1.022,1.047,1.045,3785.6,3686.0,3785.6,3785.6,99.6,3785.6,99.6,1752.1,1837.9,1699.5,1916.7,1801.5,46.6,47.2,41.1,49.6,49.6,46.1,100.0,38.0,37.0,38.0,38.0,38.0,45,42,42,41,55,58,58,59,45,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,45,41,0.000,0.000,0.000,0.000,0.000,0.000,28.416,19.501,3.196,25.0,46.6,48.8,45.2,50.8,0.1,0.5,0.4,0.1,44.9,43.3,48.1,37.8,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,25.0,54.0,42.0,1.728,5.120,3.360,3.344,12.192,0.824,1.064,3.424,2.944,1.008,0.616,1.008,1.488,1.864,714,918,929,No,31,No,No,33,No,No,821,2594,1.4,1.7,3.1,0.014,0.859,9516,3858,0.7,0.0,0.7,0.004,0.000,2756,21,61,1.187,12.032,12.072,719,77.435,33.461,42.312,13.358,56.412,47.954,1342.0,1752.8,1101.1,1342.0,99.0,47.0,0.0,15.0,97.5,98.7,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,61.0,59.6,1997,1975,250,8.0,216,13,0.135,0.078,0,0,0.000,0.000,0,42,2,2,
15.2.2021,19:14:54.468,12009,1778,87.1,7748,395,95.1,6.7,1.045,1.047,1.022,1.025,3785.6,3785.6,3686.0,3686.0,99.6,3785.6,99.6,1740.1,1852.0,1730.6,1937.8,1815.1,47.2,43.6,45.4,50.9,50.9,46.8,100.0,38.0,38.0,37.0,37.0,38.0,43,42,44,40,57,58,56,60,44,44,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,44,41,0.000,0.000,0.000,0.000,0.000,0.000,28.411,19.639,3.205,25.0,46.3,49.2,46.1,51.5,1.7,1.3,0.2,0.8,43.2,41.8,45.6,39.4,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,26.0,50.0,43.0,1.744,5.120,3.360,3.344,12.096,0.824,1.096,3.424,2.944,1.008,0.632,1.008,1.488,1.864,716,924,929,No,31,No,No,33,No,No,821,2594,0.9,4.7,5.5,0.025,0.746,9516,3860,7.1,0.0,7.1,0.007,0.000,2756,21,59,1.187,12.088,12.120,726,45.108,23.088,20.349,10.267,27.137,23.068,1342.0,1752.8,1101.1,1342.0,59.0,19.0,0.0,15.0,97.6,96.2,0.0,0.0,0.0,0.0,0.0,31,No,No,Yes,No,No,No,34.4,34.7,1999,1977,250,8.0,216,13,0.055,0.064,0,0,0.000,0.000,0,41,2,2,
15.2.2021,19:14:57.229,12001,1786,87.0,7749,394,95.1,6.7,1.025,1.047,1.047,1.025,3686.0,3785.6,3785.6,3686.0,99.6,3686.0,99.6,1773.4,1814.1,1781.1,1796.8,1791.4,44.2,46.6,51.5,49.6,51.5,48.0,100.0,37.0,38.0,38.0,37.0,37.0,42,44,41,43,58,56,59,57,42,44,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,43,41,0.000,0.000,0.000,0.000,0.000,0.000,28.045,19.333,3.148,25.0,47.1,48.1,47.3,47.7,0.1,0.3,0.6,0.1,43.6,44.4,44.8,46.4,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,21.0,43.0,43.0,1.744,5.120,3.360,3.344,12.192,0.824,1.048,3.424,2.944,1.008,0.560,1.008,1.488,1.864,708,924,926,No,31,No,No,33,No,No,821,2594,9.4,1.4,10.8,0.567,0.669,9517,3862,22.2,0.0,22.2,0.044,0.000,2756,21,57,1.187,12.096,12.128,725,39.563,21.470,16.421,9.956,21.891,18.609,1342.0,1752.8,1101.1,1342.0,36.0,6.0,0.0,14.0,97.6,88.5,0.0,0.0,0.0,0.0,0.0,31,No,No,No,No,Yes,No,32.5,30.4,1999,1977,250,8.0,216,13,0.000,0.019,0,0,0.000,0.000,0,39,2,2,
