Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","PCIe Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Voltage Offset [V]","GT Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","Analog IO Voltage Offset [V]","Digital IO Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","GT OC Ratio Limit [x]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 0 C3 Residency [%]","Core 1 C3 Residency [%]","Core 2 C3 Residency [%]","Core 3 C3 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Motherboard [°C]","Auxiliary [°C]","AUXTIN1 [°C]","CPU (PECI) [°C]","VCCIN [V]","+5V [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","CPU SA [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","Vcore [V]","CPU I/O [V]","DIMM [V]","VRING [V]","CPU 1 [RPM]","Chassis1 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU PCIe +12V Input Voltage [V]","GPU 8-pin #1 Input Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU PCIe +12V Input Power [W]","GPU 8-pin #1 Input Power [W]","GPU FBVDD_Q Input Power (sum) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU Core (NVVDD) Output Power (sum) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","Framerate [FPS]","Framerate 1% Low [FPS]","Framerate 0.1% Low [FPS]",
15.2.2021,18:34:4.840,8789,3962,68.9,6583,1560,80.8,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1386.5,1515.9,3023.1,2568.6,2123.5,31.2,41.0,79.7,66.4,79.7,54.6,100.0,37.0,37.0,37.0,37.0,37.0,47,45,50,48,53,55,50,52,50,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,45,0.000,0.000,0.000,0.000,0.000,0.000,33.993,24.782,2.618,25.0,37.1,40.6,79.7,67.9,0.1,0.0,0.0,0.0,48.9,48.0,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,26.0,49.0,1.728,5.120,3.344,3.344,12.096,0.816,1.120,3.424,2.944,1.008,0.832,1.008,1.488,1.864,715,922,927,No,31,No,No,33,No,No,821,2592,1.0,0.0,1.0,0.006,0.009,8328,2741,37.6,0.0,37.6,1.007,0.000,543,7,0.0,0.0,0.0,0.000,0.000,1,61,1.187,12.008,12.040,819,93.153,39.194,52.302,15.772,69.736,59.280,1342.0,1752.8,1101.1,1342.0,98.0,77.0,0.0,2.0,48.4,99.4,0.0,0.0,0.0,0.0,0.0,36,No,No,Yes,No,No,No,71.4,71.7,991,964,44,8.0,73,9,0.021,0.015,0,0,0.000,0.000,0,116,0,0,
15.2.2021,18:34:7.617,8800,3951,69.0,6597,1546,81.0,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1244.9,1343.3,2939.9,2420.3,1987.1,33.5,24.4,78.4,71.5,78.4,52.0,100.0,37.0,37.0,37.0,37.0,37.0,46,45,50,47,54,55,50,53,50,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,47,0.000,0.000,0.000,0.000,0.000,0.000,32.910,23.704,2.562,25.0,33.3,35.9,77.1,63.7,0.4,0.2,0.0,0.0,56.9,57.5,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,55.0,49.0,1.728,5.120,3.360,3.344,12.096,0.816,1.136,3.424,2.944,1.008,1.020,1.008,1.488,1.864,714,923,929,No,31,No,No,33,No,No,821,2592,2.0,0.1,2.1,0.010,0.065,8328,2741,30.9,0.0,30.9,1.242,0.000,547,7,0.0,0.0,0.0,0.000,0.000,1,61,1.187,12.000,12.040,814,95.030,39.648,53.722,15.762,71.626,60.891,1342.0,1752.8,1101.1,1342.0,98.0,75.0,0.0,2.0,48.5,98.9,0.0,0.0,0.0,0.0,0.0,36,No,No,Yes,No,No,No,72.3,73.1,994,967,54,8.0,73,9,0.000,0.000,0,0,0.000,0.000,0,111,0,0,
15.2.2021,18:34:10.233,8815,3936,69.1,6610,1533,81.1,1.2,1.020,1.047,1.022,1.020,3686.0,3785.6,3686.0,3686.0,99.6,3686.0,99.6,1393.7,1494.0,2941.6,2352.5,2045.5,36.5,38.7,77.5,67.4,77.5,55.0,100.0,37.0,38.0,37.0,37.0,37.0,46,44,51,45,54,56,49,55,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,47,0.000,0.000,0.000,0.000,0.000,0.000,33.550,24.244,2.601,25.0,37.4,40.0,77.6,62.3,0.5,0.1,0.0,0.0,46.6,46.0,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,67.0,49.0,1.728,5.120,3.360,3.344,12.096,0.816,1.128,3.424,2.960,1.008,1.020,1.008,1.488,1.864,715,922,923,No,31,No,No,33,No,No,821,2592,0.7,0.2,0.9,0.026,0.097,8328,2741,8.0,0.0,8.0,1.698,0.000,551,7,0.0,0.0,0.0,0.000,0.000,1,61,1.187,12.000,12.040,816,96.076,39.744,54.674,15.541,72.890,61.963,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,48.9,99.1,0.0,0.0,0.0,0.0,0.0,36,No,No,Yes,No,No,No,73.0,73.9,1002,976,57,8.0,73,9,2.794,1.283,0,0,0.000,0.000,0,114,0,0,
15.2.2021,18:34:12.776,8806,3945,69.0,6596,1547,81.0,1.2,1.020,1.022,1.022,1.045,3686.0,3686.0,3686.0,3785.6,99.6,3686.0,99.6,1375.2,1508.9,2908.6,2345.8,2034.6,31.5,41.6,75.5,60.1,75.5,52.2,100.0,37.0,37.0,37.0,38.0,37.0,46,45,51,45,54,55,49,55,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,45,0.000,0.000,0.000,0.000,0.000,0.000,33.473,24.203,2.593,25.0,36.8,40.3,76.5,62.0,0.3,0.3,0.0,0.0,51.5,48.7,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,63.0,50.0,1.728,5.120,3.360,3.344,12.096,0.816,1.136,3.424,2.944,1.008,1.020,1.008,1.488,1.864,709,930,911,No,31,No,No,33,No,No,821,2592,1.2,0.0,1.2,0.001,0.075,8328,2741,0.0,0.0,0.0,0.000,0.000,551,7,0.0,0.0,0.0,0.000,0.000,1,61,1.187,12.000,12.040,823,94.837,39.456,53.722,15.569,71.626,60.891,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,48.9,99.6,0.0,0.0,0.0,0.0,0.0,36,No,No,Yes,No,No,No,72.5,73.0,1002,976,57,8.0,73,9,1.958,0.844,0,0,0.000,0.000,0,109,0,0,
15.2.2021,18:34:15.315,8796,3955,68.9,6596,1546,81.0,1.2,1.020,1.047,1.047,1.045,3686.0,3785.6,3785.6,3785.6,99.6,3686.0,99.6,1495.2,1644.4,2993.7,2366.0,2124.8,34.5,44.4,83.3,62.3,83.3,56.1,100.0,37.0,38.0,38.0,38.0,37.0,48,45,49,47,52,55,51,53,49,49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,49,46,0.000,0.000,0.000,0.000,0.000,0.000,34.354,25.031,2.611,25.0,40.1,44.0,79.2,62.8,0.4,0.1,0.0,0.0,45.8,36.9,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,61.0,50.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,1.020,1.008,1.488,1.864,713,921,924,No,31,No,No,33,No,No,821,2592,3.3,0.0,3.3,0.061,0.053,8328,2741,2.2,0.0,2.2,0.589,0.000,552,7,0.0,0.0,0.0,0.000,0.000,1,61,1.187,12.000,12.040,814,94.465,39.552,53.253,15.822,71.000,60.357,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,49.0,97.5,0.0,0.0,0.0,0.0,0.0,36,No,No,Yes,No,No,No,71.9,72.7,1004,977,57,8.0,73,9,4.886,1.182,0,0,0.000,0.000,0,109,0,0,
15.2.2021,18:34:17.939,8796,3955,68.9,6590,1553,80.9,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1451.2,1571.1,2878.3,2421.5,2080.5,34.9,36.1,76.6,69.3,76.6,54.2,100.0,37.0,37.0,37.0,37.0,37.0,46,44,50,45,54,56,50,55,50,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,47,0.000,0.000,0.000,0.000,0.000,0.000,33.771,24.517,2.602,25.0,38.9,42.0,75.8,64.0,0.1,0.2,0.0,0.0,51.3,46.8,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,18.0,66.0,50.0,1.728,5.120,3.360,3.344,12.096,0.816,1.136,3.424,2.944,1.008,0.568,1.008,1.488,1.864,715,929,909,No,31,No,No,33,No,No,821,2592,1.7,0.0,1.7,0.014,0.003,8328,2741,8.8,0.0,8.8,0.678,0.000,554,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,815,93.450,39.264,52.529,15.778,70.035,59.536,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,49.0,99.1,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,72.0,71.9,1003,977,57,8.0,73,9,0.000,0.241,0,0,0.000,0.000,0,108,0,0,
15.2.2021,18:34:20.675,8799,3952,69.0,6598,1545,81.0,1.2,1.020,1.047,1.042,1.020,3686.0,3785.6,3785.6,3686.0,99.6,3686.0,99.6,1327.5,1513.1,2956.0,2217.3,2003.5,27.9,37.5,80.3,61.3,80.3,51.8,100.0,37.0,38.0,38.0,37.0,37.0,46,45,48,45,54,55,52,55,48,48,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,49,47,0.000,0.000,0.000,0.000,0.000,0.000,33.294,23.952,2.584,25.0,35.5,40.5,77.8,58.6,0.4,0.1,0.0,0.0,50.3,49.2,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,18.0,67.0,50.0,1.728,5.120,3.360,3.344,12.096,0.816,1.136,3.424,2.944,1.008,1.020,1.008,1.488,1.864,710,916,914,No,31,No,No,33,No,No,821,2592,2.2,0.0,2.2,0.021,0.007,8328,2741,32.1,0.0,32.1,2.018,0.000,559,7,0.0,0.0,0.0,0.000,0.000,1,61,1.187,11.992,12.056,813,93.934,38.950,53.324,15.210,71.094,60.437,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,49.2,99.1,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,72.7,72.3,1007,981,57,8.0,73,9,0.164,0.170,0,0,0.000,0.000,0,109,0,0,
15.2.2021,18:34:23.565,8846,3905,69.3,6610,1533,81.1,1.2,1.020,1.022,1.047,1.045,3686.0,3686.0,3785.6,3785.6,99.6,3686.0,99.6,1470.3,1551.6,2904.7,2248.8,2043.9,30.8,30.8,80.0,53.7,80.0,48.8,100.0,37.0,37.0,38.0,38.0,37.0,49,47,51,47,51,53,49,53,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,46,0.000,0.000,0.000,0.000,0.000,0.000,33.627,24.253,2.592,25.0,39.5,41.6,76.7,59.7,1.6,0.2,0.0,0.0,45.5,44.9,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,20.0,36.0,49.0,1.728,5.120,3.360,3.344,12.096,0.824,1.128,3.424,2.960,1.008,0.768,1.008,1.488,1.864,720,928,924,No,31,No,No,33,No,No,821,2592,1.6,0.0,1.6,0.022,0.022,8328,2741,41.3,0.0,41.3,3.336,0.000,568,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.056,815,92.057,38.508,51.889,15.240,69.177,58.809,1342.0,1752.8,1101.1,1342.0,98.0,74.0,0.0,2.0,50.0,99.3,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,71.5,70.8,1024,998,55,8.0,73,9,2.274,0.834,0,0,0.000,0.000,0,129,0,0,
15.2.2021,18:34:26.172,8859,3892,69.4,6623,1519,81.3,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,2120.6,2186.2,3125.3,2682.4,2528.6,58.9,57.8,84.3,67.5,84.3,67.1,100.0,37.0,37.0,37.0,37.0,37.0,49,49,53,48,51,51,47,52,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,47,0.000,0.000,0.000,0.000,0.000,0.000,37.465,28.196,2.673,25.0,57.1,58.9,83.4,71.8,0.4,0.1,0.0,0.0,23.4,26.2,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,20.0,24.0,52.0,1.728,5.120,3.360,3.344,12.096,0.816,1.104,3.424,2.944,1.008,1.032,1.008,1.488,1.864,716,924,923,No,31,No,No,33,No,No,821,2592,5.3,4.1,9.4,0.749,0.066,8330,2742,6.8,0.0,6.8,1.292,0.000,572,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.040,812,94.645,39.360,53.626,15.507,71.494,60.778,1342.0,1752.8,1101.1,1342.0,98.0,74.0,0.0,2.0,50.2,98.5,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,73.2,72.8,1029,1002,55,8.0,73,9,0.208,0.216,0,0,0.000,0.000,0,120,0,0,
15.2.2021,18:34:28.722,8861,3890,69.4,6623,1520,81.3,1.2,1.020,1.022,1.022,1.045,3686.0,3686.0,3686.0,3785.6,99.6,3686.0,99.6,1669.7,1935.4,3121.9,2445.8,2293.2,36.5,50.8,86.8,64.6,86.8,59.7,100.0,37.0,37.0,37.0,38.0,37.0,47,47,52,46,53,53,48,54,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,47,0.000,0.000,0.000,0.000,0.000,0.000,35.688,26.280,2.653,25.0,45.0,52.0,83.2,65.4,0.3,0.0,0.0,0.0,36.0,14.7,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,65.0,51.0,1.728,5.120,3.360,3.344,12.096,0.824,1.128,3.424,2.960,1.008,1.020,1.008,1.488,1.864,738,922,913,No,31,No,No,33,No,No,821,2592,3.4,0.4,3.8,0.052,0.215,8330,2742,1.4,0.0,1.4,0.020,0.000,572,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,811,95.069,39.168,54.240,15.114,72.312,61.474,1342.0,1752.8,1101.1,1342.0,98.0,74.0,0.0,2.0,50.3,99.3,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,73.6,73.1,1030,1003,55,8.0,73,9,8.574,5.076,0,0,0.000,0.000,0,132,0,0,
15.2.2021,18:34:31.976,8871,3880,69.5,6626,1517,81.3,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1361.3,1688.3,2995.4,2423.2,2117.0,33.7,47.2,80.3,70.5,80.3,57.9,100.0,37.0,37.0,37.0,37.0,37.0,47,47,52,47,53,53,48,53,51,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,47,0.000,0.000,0.000,0.000,0.000,0.000,33.954,24.590,2.695,25.0,36.6,45.1,79.3,64.3,0.1,0.0,0.0,0.0,50.8,26.5,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,62.0,50.0,1.728,5.120,3.360,3.344,12.096,0.824,1.120,3.424,2.944,1.008,0.816,1.008,1.488,1.864,746,929,910,No,31,No,No,33,No,No,821,2592,2.3,0.0,2.3,0.048,0.049,8330,2742,39.5,0.0,39.5,1.473,0.000,576,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,815,93.349,38.880,52.806,15.301,70.409,59.854,1342.0,1752.8,1101.1,1342.0,98.0,74.0,0.0,2.0,50.2,98.7,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,71.9,71.8,1027,1001,55,8.0,73,9,0.026,0.049,0,0,0.000,0.000,0,141,0,0,
15.2.2021,18:34:34.720,8827,3924,69.2,6603,1540,81.0,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1816.1,1980.6,2950.0,2563.0,2327.4,45.1,47.5,76.9,71.1,76.9,60.1,100.0,37.0,37.0,37.0,37.0,37.0,49,47,50,47,51,53,50,53,51,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,46,0.000,0.000,0.000,0.000,0.000,0.000,35.857,26.376,2.748,25.0,49.0,53.3,79.0,68.7,0.4,0.1,0.0,0.0,23.7,10.5,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,20.0,45.0,50.0,1.728,5.120,3.360,3.344,12.096,0.824,1.104,3.424,2.944,1.008,0.968,1.008,1.488,1.864,745,923,924,No,31,No,No,33,No,No,821,2592,1.3,0.0,1.4,0.011,0.032,8330,2742,63.1,0.0,63.1,3.433,0.000,585,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.040,807,95.415,39.648,54.108,15.632,72.144,61.327,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,49.3,99.0,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,73.4,73.4,1010,984,53,8.0,73,9,2.433,0.298,0,0,0.000,0.000,0,151,0,0,
15.2.2021,18:34:37.378,8826,3924,69.2,6608,1535,81.1,1.2,1.020,1.022,1.042,1.020,3686.0,3686.0,3785.6,3686.0,99.6,3686.0,99.6,1754.1,1981.3,2907.7,2504.0,2286.8,39.2,45.4,76.1,52.8,76.1,53.4,100.0,37.0,37.0,38.0,37.0,37.0,50,47,49,49,50,53,51,51,50,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,50,47,0.000,0.000,0.000,0.000,0.000,0.000,35.700,26.160,2.710,25.0,47.4,53.3,78.0,67.2,1.1,0.0,0.0,0.0,26.6,1.7,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,19.0,58.0,50.0,1.728,5.120,3.360,3.344,12.096,0.824,1.112,3.424,2.944,1.008,0.648,1.008,1.488,1.864,749,922,929,No,31,No,No,33,No,No,821,2592,2.0,0.7,2.6,0.022,0.084,8330,2743,25.2,0.0,25.2,1.315,0.000,589,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.008,12.056,808,90.551,38.245,50.647,15.381,67.526,57.403,1342.0,1752.8,1101.1,1342.0,98.0,78.0,0.0,2.0,49.6,99.3,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,69.7,69.7,1016,989,55,8.0,73,9,0.257,0.446,0,0,0.000,0.000,0,134,0,0,
15.2.2021,18:34:39.959,8831,3920,69.2,6607,1536,81.1,1.2,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1708.6,1966.1,2881.9,2665.7,2305.6,37.6,48.2,77.6,69.4,77.6,58.2,100.0,37.0,37.0,37.0,37.0,37.0,48,48,51,49,52,52,49,51,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,47,0.000,0.000,0.000,0.000,0.000,0.000,35.554,26.086,2.758,25.0,46.1,52.9,77.1,71.5,0.5,0.0,0.0,0.0,25.0,8.6,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,20.0,35.0,50.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,0.768,1.008,1.488,1.864,743,921,915,No,31,No,No,33,No,No,821,2592,1.1,0.0,1.1,0.027,0.001,8330,2743,10.0,0.0,10.0,0.890,0.000,591,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.008,12.056,810,89.793,38.149,49.984,15.505,66.646,56.656,1342.0,1752.8,1101.1,1342.0,98.0,77.0,0.0,2.0,50.0,99.0,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,69.9,69.1,1024,997,54,8.0,73,9,0.188,0.175,0,0,0.000,0.000,0,122,0,0,
