Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","PCIe Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Voltage Offset [V]","GT Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","Analog IO Voltage Offset [V]","Digital IO Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","GT OC Ratio Limit [x]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 0 C3 Residency [%]","Core 1 C3 Residency [%]","Core 2 C3 Residency [%]","Core 3 C3 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Motherboard [°C]","Auxiliary [°C]","AUXTIN1 [°C]","CPU (PECI) [°C]","VCCIN [V]","+5V [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","CPU SA [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","Vcore [V]","CPU I/O [V]","DIMM [V]","VRING [V]","CPU 1 [RPM]","Chassis1 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU PCIe +12V Input Voltage [V]","GPU 8-pin #1 Input Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU PCIe +12V Input Power [W]","GPU 8-pin #1 Input Power [W]","GPU FBVDD_Q Input Power (sum) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU Core (NVVDD) Output Power (sum) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","Framerate [FPS]","Framerate 1% Low [FPS]","Framerate 0.1% Low [FPS]",
15.2.2021,18:38:1.487,8833,3918,69.2,6499,1644,79.8,1.3,1.020,1.042,1.042,1.020,3686.0,3785.6,3785.6,3686.0,99.6,3686.0,99.6,1387.7,1745.2,2947.5,2194.7,2068.8,37.4,46.6,74.2,66.2,74.2,56.1,100.0,37.0,38.0,38.0,37.0,37.0,50,49,53,50,50,51,47,50,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,48,0.000,0.000,0.000,0.000,0.000,0.000,34.316,24.797,2.635,25.0,37.3,46.7,78.1,58.4,0.4,0.2,0.0,0.0,47.7,25.7,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,63.0,52.0,1.728,5.120,3.360,3.344,12.192,0.816,1.128,3.424,2.944,1.008,0.512,1.008,1.488,1.864,793,924,924,No,31,No,No,33,No,No,821,2592,0.9,0.2,1.2,0.001,0.208,8429,2823,0.6,0.0,0.6,0.051,0.000,642,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.008,12.048,815,89.371,38.245,49.469,15.771,65.951,56.064,1342.0,1752.8,1101.1,1342.0,98.0,78.0,0.0,2.0,50.6,99.4,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,68.8,68.7,1036,1009,60,8.0,73,9,0.102,0.061,0,0,0.000,0.000,0,119,0,0,
15.2.2021,18:38:4.018,8831,3920,69.2,6496,1647,79.7,1.3,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1636.2,1916.3,2913.7,2370.5,2209.2,49.6,48.4,77.3,65.0,77.3,60.1,100.0,37.0,37.0,37.0,37.0,37.0,52,49,52,51,48,51,48,49,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,49,0.000,0.000,0.000,0.000,0.000,0.000,35.442,25.891,2.679,25.0,44.2,51.4,77.8,63.5,1.5,0.3,0.0,0.0,35.3,7.4,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,49.0,52.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,0.544,1.008,1.488,1.864,788,931,929,No,31,No,No,33,No,No,821,2592,0.9,1.2,2.1,0.159,0.053,8430,2823,0.0,0.0,0.0,0.000,0.000,642,7,0.0,0.0,0.0,0.000,0.000,1,59,1.187,12.008,12.056,821,86.459,37.297,47.501,15.481,63.330,53.838,1342.0,1752.8,1101.1,1342.0,93.0,76.0,0.0,2.0,50.5,99.0,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,66.0,66.5,1034,1007,60,8.0,73,9,0.000,0.167,0,0,0.000,0.000,0,118,0,0,
15.2.2021,18:38:6.604,8832,3919,69.2,6497,1646,79.7,1.3,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1495.9,1778.5,2933.9,2254.7,2115.8,40.1,45.6,77.1,59.8,77.1,55.7,100.0,37.0,37.0,37.0,37.0,37.0,49,49,53,50,51,51,47,50,52,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,49,0.000,0.000,0.000,0.000,0.000,0.000,34.553,25.097,2.650,25.0,40.2,47.6,77.8,60.0,0.9,0.1,0.0,0.0,45.7,27.4,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,57.0,52.0,1.728,5.120,3.360,3.344,12.096,0.816,1.136,3.424,2.944,1.008,1.020,1.008,1.488,1.864,790,918,925,No,31,No,No,33,No,No,821,2592,1.3,0.1,1.4,0.023,0.077,8430,2823,0.0,0.0,0.0,0.000,0.000,642,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.008,12.048,811,90.045,38.630,49.758,16.060,66.336,56.392,1342.0,1752.8,1101.1,1342.0,98.0,79.0,0.0,2.0,50.5,99.4,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,68.9,69.3,1034,1007,60,8.0,73,9,0.296,0.131,0,0,0.000,0.000,0,117,0,0,
15.2.2021,18:38:9.160,8829,3922,69.2,6503,1640,79.8,1.3,1.020,1.042,1.022,1.020,3686.0,3785.6,3686.0,3686.0,99.6,3785.6,99.6,1249.6,1677.2,2954.3,2165.6,2011.7,33.1,44.5,78.3,62.6,78.3,54.6,100.0,37.0,38.0,37.0,37.0,38.0,48,48,53,49,52,52,47,51,54,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,49,0.000,0.000,0.000,0.000,0.000,0.000,33.847,24.366,2.604,25.0,33.6,44.8,78.0,57.5,0.1,0.0,0.0,0.0,54.7,33.4,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,63.0,52.0,1.728,5.120,3.360,3.344,12.096,0.816,1.112,3.424,2.944,1.008,1.020,1.008,1.488,1.864,798,917,914,No,31,No,No,33,No,No,821,2592,2.4,0.1,2.5,0.027,0.038,8430,2823,0.8,0.0,0.8,0.051,0.000,642,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,811,91.537,39.072,50.806,16.161,67.734,57.582,1342.0,1752.8,1101.1,1342.0,98.0,82.0,0.0,2.0,50.5,98.8,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,69.3,70.4,1034,1007,60,8.0,73,9,0.104,0.021,0,0,0.000,0.000,0,119,0,0,
15.2.2021,18:38:11.716,8822,3929,69.1,6491,1652,79.7,1.3,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,2012.5,2030.0,2824.7,2538.9,2351.5,52.1,49.6,78.5,70.5,78.5,62.7,100.0,37.0,37.0,37.0,37.0,37.0,51,54,54,51,49,46,46,49,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,48,0.000,0.000,0.000,0.000,0.000,0.000,36.811,27.202,2.695,25.0,54.3,54.7,75.9,68.3,0.5,0.2,0.0,0.0,14.5,7.9,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,62.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.104,3.424,2.944,1.008,0.768,1.008,1.488,1.864,793,925,923,No,31,No,No,33,No,No,821,2592,2.0,0.1,2.1,0.004,0.073,8430,2823,7.6,0.0,7.6,2.527,0.000,648,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.040,808,94.465,39.648,53.157,15.951,70.867,60.243,1342.0,1752.8,1101.1,1342.0,98.0,77.0,0.0,1.0,50.4,98.9,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,73.0,72.7,1032,1005,59,8.0,73,9,0.000,0.000,0,0,0.000,0.000,0,147,0,0,
15.2.2021,18:38:14.356,8830,3921,69.2,6507,1635,79.9,1.3,1.045,1.022,1.042,1.020,3785.6,3686.0,3785.6,3686.0,99.6,3785.6,99.6,1307.8,1409.5,2901.4,1997.1,1903.9,28.8,31.2,76.0,60.1,76.0,49.0,100.0,38.0,37.0,38.0,37.0,38.0,48,47,54,50,52,53,46,50,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,48,0.000,0.000,0.000,0.000,0.000,0.000,33.215,23.697,2.532,25.0,35.0,37.7,76.3,52.9,0.1,0.3,0.0,0.0,54.4,49.1,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,19.0,73.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.128,3.424,2.944,1.008,1.045,1.008,1.488,1.864,795,932,914,No,31,No,No,33,No,No,821,2592,1.0,0.0,1.0,0.016,0.001,8430,2823,8.6,0.0,8.6,1.234,0.000,651,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,811,92.103,38.880,51.565,15.715,68.746,58.440,1342.0,1752.8,1101.1,1342.0,98.0,75.0,0.0,2.0,50.2,98.5,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,70.9,70.8,1029,1002,50,8.0,73,9,0.054,0.020,0,0,0.000,0.000,0,134,0,0,
15.2.2021,18:38:16.917,8817,3934,69.1,6491,1652,79.7,1.3,1.020,1.042,1.066,1.045,3686.0,3785.6,3885.2,3785.6,99.6,3785.6,99.6,1321.8,1468.0,2907.1,1962.7,1914.9,28.8,30.0,82.3,54.1,82.3,48.8,100.0,37.0,38.0,39.0,38.0,38.0,48,47,55,50,52,53,45,50,54,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,49,0.000,0.000,0.000,0.000,0.000,0.000,33.356,23.858,2.523,25.0,35.4,39.3,76.6,52.1,0.4,0.1,0.0,0.0,51.3,44.0,0.0,9.8,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,18.0,71.0,53.0,1.744,5.120,3.360,3.344,12.096,0.816,1.144,3.424,2.944,1.008,1.020,1.008,1.488,1.864,793,925,914,No,31,No,No,33,No,No,821,2592,1.9,0.1,2.0,0.138,0.137,8430,2824,4.5,0.0,4.5,1.419,0.000,655,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,808,93.450,39.456,52.337,16.033,69.782,59.324,1342.0,1752.8,1101.1,1342.0,98.0,80.0,0.0,1.0,50.0,99.8,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,72.5,71.9,1023,997,57,8.0,74,9,4.834,1.385,0,0,0.000,0.000,0,119,0,0,
15.2.2021,18:38:19.473,8817,3934,69.1,6499,1644,79.8,1.3,1.020,1.022,1.022,1.045,3686.0,3686.0,3686.0,3785.6,99.6,3686.0,99.6,982.5,1161.8,2986.0,1585.7,1679.0,23.1,23.7,79.2,44.5,79.2,42.6,100.0,37.0,37.0,37.0,38.0,37.0,48,47,53,48,52,53,47,52,54,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,48,0.000,0.000,0.000,0.000,0.000,0.000,30.687,21.327,2.432,25.0,26.1,30.8,77.7,41.8,0.1,0.2,0.0,0.1,66.0,61.3,0.0,37.1,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,18.0,72.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.144,3.424,2.944,1.008,1.020,1.008,1.488,1.864,793,924,907,No,31,No,No,33,No,No,821,2592,1.0,0.0,1.1,0.001,0.078,8430,2824,1.2,0.0,1.2,0.177,0.000,655,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.008,12.040,809,92.300,39.578,51.062,16.570,68.074,57.869,1342.0,1752.8,1101.1,1342.0,98.0,79.0,0.0,1.0,49.7,98.9,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,72.5,71.0,1018,991,56,8.0,74,9,0.000,0.166,0,0,0.000,0.000,0,110,0,0,
15.2.2021,18:38:22.009,8785,3966,68.8,6475,1668,79.5,1.3,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1048.0,1223.9,2829.2,1749.9,1712.8,31.2,24.5,77.3,48.4,77.3,45.4,100.0,37.0,37.0,37.0,37.0,37.0,49,49,51,50,51,51,49,50,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,48,0.000,0.000,0.000,0.000,0.000,0.000,31.405,21.937,2.441,25.0,27.9,32.5,73.8,46.1,0.1,0.3,0.0,0.0,66.1,57.7,0.0,20.1,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,18.0,73.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.136,3.424,2.944,1.008,1.020,1.008,1.488,1.864,791,924,923,No,31,No,No,33,No,No,821,2592,3.7,0.0,3.7,0.047,0.033,8430,2824,0.0,0.0,0.0,0.000,0.000,655,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,809,92.584,39.072,51.855,15.811,69.131,58.770,1342.0,1752.8,1101.1,1342.0,98.0,79.0,0.0,1.0,48.9,99.3,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,70.9,71.2,1002,976,56,8.0,74,9,0.054,0.051,0,0,0.000,0.000,0,116,0,0,
15.2.2021,18:38:24.553,8855,3896,69.4,6517,1626,80.0,1.3,1.020,1.022,1.022,1.045,3686.0,3686.0,3686.0,3785.6,99.6,3785.6,99.6,1178.8,1434.2,2963.0,1775.5,1837.9,29.0,30.8,79.0,40.7,79.0,44.9,100.0,37.0,37.0,37.0,38.0,38.0,50,48,54,52,50,52,46,48,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,48,0.000,0.000,0.000,0.000,0.000,0.000,31.982,22.694,2.487,25.0,31.4,38.1,77.5,47.0,0.2,0.4,0.0,0.0,58.8,50.3,0.0,36.4,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,20.0,36.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.112,3.424,2.944,1.008,0.528,1.008,1.488,1.864,788,934,913,No,31,No,No,33,No,No,821,2592,1.4,0.0,1.4,0.001,0.011,8430,2824,0.0,0.0,0.0,0.000,0.000,655,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.040,809,90.934,38.976,50.303,16.229,67.063,57.009,1342.0,1752.8,1101.1,1342.0,98.0,81.0,0.0,2.0,50.3,97.0,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,69.1,69.9,1030,1004,60,8.0,74,9,2.529,1.365,0,0,0.000,0.000,0,108,0,0,
15.2.2021,18:38:27.166,8857,3894,69.4,6524,1619,80.1,1.3,1.020,1.022,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,1738.0,1965.8,2829.2,2408.0,2235.3,44.7,41.1,72.3,61.9,72.3,55.0,100.0,37.0,37.0,37.0,37.0,37.0,50,50,53,50,50,50,47,50,55,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,47,0.000,0.000,0.000,0.000,0.000,0.000,35.604,26.125,2.636,25.0,46.8,52.8,75.3,64.4,0.2,0.1,0.0,0.0,33.2,22.2,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,50.0,52.0,1.728,5.120,3.360,3.344,12.096,0.816,1.104,3.424,2.944,1.008,1.000,1.008,1.488,1.864,794,924,924,No,31,No,No,33,No,No,821,2592,3.3,0.1,3.4,0.056,0.125,8431,2824,0.8,0.0,0.8,0.003,0.000,655,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,11.992,12.040,791,93.383,39.142,52.579,15.644,70.097,59.591,1342.0,1752.8,1101.1,1342.0,98.0,77.0,0.0,2.0,50.6,99.4,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,71.9,71.8,1036,1010,60,8.0,74,9,0.109,0.104,0,0,0.000,0.000,0,145,0,0,
15.2.2021,18:38:29.725,8853,3898,69.4,6518,1625,80.0,1.3,1.020,1.017,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,2058.9,2101.4,2913.1,2810.3,2470.9,54.4,50.8,77.2,80.8,80.8,65.8,100.0,37.0,37.0,37.0,37.0,37.0,52,51,54,51,48,49,46,49,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,49,0.000,0.000,0.000,0.000,0.000,0.000,37.511,28.003,2.745,25.0,55.6,56.6,78.3,75.6,0.6,0.3,0.0,0.0,14.6,5.4,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,20.0,25.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,0.712,1.008,1.488,1.864,795,922,910,No,31,No,No,33,No,No,821,2592,1.2,0.1,1.3,0.017,0.121,8431,2825,1.5,0.0,1.5,0.062,0.000,655,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.048,793,92.680,38.976,52.047,15.649,69.396,58.994,1342.0,1752.8,1101.1,1342.0,98.0,77.0,0.0,2.0,50.6,99.3,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,71.7,71.3,1036,1009,47,8.0,74,9,0.000,0.000,0,0,0.000,0.000,0,126,0,0,
15.2.2021,18:38:32.288,8850,3901,69.4,6524,1619,80.1,1.3,1.020,1.017,1.022,1.020,3686.0,3686.0,3686.0,3686.0,99.6,3686.0,99.6,2103.3,2225.5,2880.0,2742.4,2487.8,56.0,57.3,77.4,71.3,77.4,65.5,100.0,37.0,37.0,37.0,37.0,37.0,51,51,52,52,49,49,48,48,53,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,49,0.000,0.000,0.000,0.000,0.000,0.000,37.510,27.968,2.769,25.0,56.8,60.0,77.5,73.8,0.3,0.0,0.0,0.0,15.8,0.6,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,28.0,52.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,0.608,1.008,1.488,1.864,798,924,912,No,31,No,No,33,No,No,821,2592,1.5,0.0,1.5,0.088,0.038,8431,2825,0.9,0.0,0.9,0.054,0.000,656,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.040,796,94.272,39.360,53.253,15.629,71.000,60.357,1342.0,1752.8,1101.1,1342.0,98.0,75.0,0.0,3.0,50.3,99.1,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,72.5,72.5,1029,1003,55,8.0,74,9,0.025,0.021,0,0,0.000,0.000,0,136,0,0,
15.2.2021,18:38:34.831,8851,3900,69.4,6518,1625,80.0,1.3,1.045,1.022,1.042,1.045,3785.6,3686.0,3785.6,3785.6,99.6,3785.6,99.6,1681.0,2045.3,2967.4,2734.3,2357.0,40.8,47.5,78.6,67.0,78.6,58.5,100.0,38.0,37.0,38.0,38.0,38.0,52,49,52,51,48,51,48,49,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,49,0.000,0.000,0.000,0.000,0.000,0.000,36.613,27.055,2.734,25.0,45.4,55.0,79.5,73.4,0.2,0.0,0.0,0.0,26.2,3.6,0.0,0.0,797.0,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,20.0,48.0,53.0,1.728,5.120,3.360,3.344,12.096,0.816,1.128,3.424,2.944,1.008,1.045,1.008,1.488,1.864,789,925,909,No,31,No,No,33,No,No,821,2592,0.9,0.0,0.9,0.004,0.001,8431,2825,0.6,0.0,0.6,0.054,0.000,656,7,0.0,0.0,0.0,0.000,0.000,1,60,1.187,12.000,12.040,798,92.842,39.264,51.916,15.979,69.218,58.844,1342.0,1752.8,1101.1,1342.0,98.0,77.0,0.0,2.0,50.5,99.3,0.0,0.0,0.0,0.0,0.0,35,No,No,Yes,No,No,No,70.5,71.4,1035,1009,54,8.0,74,9,0.149,0.142,0,0,0.000,0.000,0,127,0,0,
