Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","PCIe Clock [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Voltage Offset [V]","GT Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","Uncore/SA Voltage Offset [V]","Analog IO Voltage Offset [V]","Digital IO Voltage Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","GT OC Ratio Limit [x]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 0 C3 Residency [%]","Core 1 C3 Residency [%]","Core 2 C3 Residency [%]","Core 3 C3 Residency [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Graphics Driver [Yes/No]","IA: Autonomous Utilization-Based Frequency Control [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Domain-Level PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: Graphics Driver [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Domain-Level PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Motherboard [°C]","Auxiliary [°C]","AUXTIN1 [°C]","CPU (PECI) [°C]","VCCIN [V]","+5V [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","CPU SA [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","Vcore [V]","CPU I/O [V]","DIMM [V]","VRING [V]","CPU 1 [RPM]","Chassis1 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU PCIe +12V Input Voltage [V]","GPU 8-pin #1 Input Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU PCIe +12V Input Power [W]","GPU 8-pin #1 Input Power [W]","GPU FBVDD_Q Input Power (sum) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU Core (NVVDD) Output Power (sum) [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Framerate [FPS]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
8.2.2021,18:6:26.473,8993,6076,59.6,5057,3086,62.1,7.1,1.020,1.017,1.042,1.020,3663.4,3663.4,3762.4,3663.4,99.0,3663.4,99.0,2961.0,2891.4,2015.2,1830.5,2424.5,86.1,75.9,51.2,45.1,86.1,64.6,100.0,37.0,37.0,38.0,37.0,37.0,55,54,50,48,45,46,50,52,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,49,0.000,0.000,0.000,0.000,0.000,0.000,37.772,28.184,2.751,25.0,79.2,77.4,54.1,49.4,0.0,0.0,0.0,0.1,0.0,0.0,7.5,30.4,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,19.0,23.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.128,3.424,2.944,1.008,1.048,1.008,1.488,1.864,852,915,907,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.031,18960,6281,4.6,0.0,4.6,0.014,0.000,9004,213,0.0,0.0,0.0,0.000,0.000,4029,60,1.187,12.000,12.056,784,87.381,37.740,47.983,15.771,63.969,54.380,1342.0,1752.8,1101.1,1342.0,99.0,79.0,0.0,2.0,49.0,99.2,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,67.9,67.2,1003,977,52,8.0,86,407,29,0.055,0.020,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:29.116,9003,6066,59.7,5077,3066,62.3,7.1,1.040,1.017,1.017,1.020,3762.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,3064.6,2891.2,2326.5,2240.4,2630.7,76.7,76.7,51.1,55.3,76.7,65.0,100.0,38.0,37.0,37.0,37.0,37.0,53,53,53,49,47,47,47,51,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,0.000,0.000,0.000,0.000,0.000,0.000,39.465,29.839,2.826,25.0,82.6,78.0,62.8,60.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,10.0,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.112,3.424,2.944,1.008,1.032,1.008,1.488,1.864,851,922,917,No,30,No,No,33,No,No,801,2586,0.0,0.2,0.2,0.000,0.078,18960,6281,8.8,0.0,8.8,1.320,0.000,9007,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.187,12.000,12.048,780,91.922,38.700,51.565,15.536,68.746,58.440,1342.0,1752.8,1101.1,1342.0,98.0,78.0,0.0,2.0,49.6,99.4,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,71.4,70.7,1013,989,57,8.0,97,407,29,0.022,0.109,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:31.666,9012,6056,59.8,5089,3054,62.4,7.1,1.020,1.017,1.022,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,2995.0,2865.1,2242.4,2414.8,2629.3,77.3,76.1,53.5,66.0,77.3,68.2,100.0,37.0,37.0,37.0,37.0,37.0,54,54,53,51,46,46,47,49,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,0.000,0.000,0.000,0.000,0.000,0.000,39.409,29.736,2.838,25.0,80.8,77.4,60.6,65.2,0.0,0.0,0.1,0.0,0.0,0.0,3.2,1.4,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.104,3.424,2.944,1.008,1.032,1.008,1.488,1.864,856,929,920,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.026,18960,6281,0.7,0.0,0.7,0.014,0.000,9007,213,0.0,0.0,0.0,0.000,0.000,4029,60,1.187,12.000,12.056,785,90.818,38.412,50.744,15.521,67.658,57.514,1342.0,1752.8,1101.1,1342.0,98.0,80.0,0.0,2.0,49.2,99.6,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,68.7,69.9,1008,982,47,8.0,93,407,29,2.550,1.654,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:34.330,9001,6068,59.7,5069,3074,62.2,7.1,1.040,1.017,1.022,1.020,3762.4,3663.4,3663.4,3663.4,99.0,3762.4,99.0,2998.8,2557.2,2001.7,1997.0,2388.7,76.0,69.3,50.9,55.2,76.0,62.9,100.0,38.0,37.0,37.0,37.0,38.0,55,52,50,49,45,48,50,51,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,0.000,0.000,0.000,0.000,0.000,0.000,37.607,27.945,2.743,25.0,80.2,68.6,53.9,53.7,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.5,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,19.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,1.040,1.008,1.488,1.864,853,923,909,No,30,No,No,33,No,No,801,2586,0.6,0.0,0.6,0.004,0.010,18960,6281,14.9,0.0,14.9,0.052,0.000,9007,213,0.0,0.0,0.0,0.000,0.000,4029,60,1.187,12.000,12.056,784,90.156,38.124,50.370,15.361,67.152,57.085,1342.0,1752.8,1101.1,1342.0,99.0,79.0,0.0,2.0,49.1,98.5,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,70.3,69.4,1006,980,55,8.0,85,407,29,0.182,0.107,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:36.881,9007,6062,59.7,5080,3063,62.3,7.1,1.020,1.017,1.042,1.020,3663.4,3663.4,3762.4,3663.4,99.0,3762.4,99.0,2898.6,2603.5,2005.2,1910.3,2354.4,77.1,67.2,48.5,54.3,77.1,61.8,100.0,37.0,37.0,38.0,37.0,38.0,54,56,50,49,46,44,50,51,54,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,49,0.000,0.000,0.000,0.000,0.000,0.000,37.214,27.561,2.737,25.0,77.3,69.7,53.9,51.4,0.0,0.0,0.0,0.0,0.0,0.0,20.9,24.4,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.112,3.424,2.944,1.008,1.040,1.008,1.488,1.864,847,915,924,No,30,No,No,33,No,No,801,2586,0.7,0.0,0.7,0.001,0.004,18960,6281,0.8,0.0,0.8,0.098,0.000,9008,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.187,12.000,12.040,781,91.988,38.880,51.447,15.751,68.592,58.310,1342.0,1752.8,1101.1,1342.0,98.0,78.0,0.0,2.0,49.2,99.3,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,69.8,70.8,1007,981,52,8.0,93,407,29,0.252,0.190,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:39.480,9012,6057,59.8,5087,3056,62.4,7.1,1.020,1.017,1.022,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,2948.8,2573.9,2082.8,1980.9,2396.6,80.9,71.9,48.1,45.7,80.9,61.7,100.0,37.0,37.0,37.0,37.0,37.0,55,54,51,52,45,46,49,48,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,0.000,0.000,0.000,0.000,0.000,0.000,37.669,28.051,2.722,25.0,78.9,69.0,56.0,53.3,0.0,0.0,0.0,0.1,0.0,0.0,18.6,19.8,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,19.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.112,3.424,2.944,1.008,1.040,1.008,1.488,1.864,852,923,910,No,30,No,No,33,No,No,801,2586,0.3,0.0,0.3,0.025,0.081,18960,6281,3.6,0.0,3.6,0.014,0.000,9008,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.187,12.000,12.048,782,90.780,38.604,50.517,15.789,67.348,57.252,1342.0,1752.8,1101.1,1342.0,99.0,79.0,0.0,2.0,49.6,98.9,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,69.8,69.8,1015,989,54,8.0,90,407,29,0.168,0.155,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:42.231,9023,6046,59.8,5096,3047,62.5,7.1,1.020,1.017,1.017,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,3043.0,2782.5,2260.6,2191.4,2569.4,87.9,70.3,53.3,49.6,87.9,65.3,100.0,37.0,37.0,37.0,37.0,37.0,54,55,54,51,46,45,46,49,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,0.000,0.000,0.000,0.000,0.000,0.000,38.888,29.232,2.818,25.0,82.0,75.0,61.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,3.1,8.2,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.344,3.344,12.096,0.816,1.104,3.424,2.944,1.008,1.032,1.008,1.488,1.864,855,928,909,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.096,18960,6282,27.2,0.0,27.2,0.812,0.000,9010,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.187,12.000,12.040,785,93.407,39.072,52.675,15.534,70.229,59.701,1342.0,1752.8,1101.1,1342.0,98.0,76.0,0.0,2.0,50.2,99.8,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,72.4,71.9,1028,1002,46,8.0,109,407,29,0.224,0.400,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:44.783,9008,6061,59.7,5076,3067,62.3,7.1,1.020,1.022,1.022,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,3066.7,2799.7,2319.5,2341.8,2631.9,81.2,71.5,53.9,59.0,81.2,66.4,100.0,37.0,37.0,37.0,37.0,37.0,54,53,55,51,46,47,45,49,54,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,51,0.000,0.000,0.000,0.000,0.000,0.000,39.127,29.537,2.861,25.0,82.6,75.5,62.6,63.2,0.0,0.0,0.0,0.0,0.0,0.0,4.1,9.1,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,19.0,23.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,1.032,1.008,1.488,1.864,844,922,904,No,30,No,No,33,No,No,801,2586,0.4,0.2,0.6,0.006,0.109,18960,6282,1.3,0.0,1.3,0.591,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.187,11.992,12.048,792,92.477,38.674,52.144,15.324,69.517,59.095,1342.0,1752.8,1101.1,1342.0,98.0,78.0,0.0,1.0,49.7,98.9,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,71.6,71.1,1017,991,49,8.0,99,407,29,2.974,0.757,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:47.364,9049,6019,60.0,5111,3032,62.7,7.1,1.020,1.017,1.017,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,3006.3,2888.5,2593.5,2450.6,2734.7,85.3,71.3,62.8,64.6,85.3,71.0,100.0,37.0,37.0,37.0,37.0,37.0,55,54,54,53,45,46,46,47,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,51,0.000,0.000,0.000,0.000,0.000,0.000,40.212,30.614,2.850,25.0,81.1,78.0,70.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.112,3.424,2.944,1.008,1.032,1.008,1.488,1.864,856,920,908,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.004,18960,6282,0.9,0.0,0.9,0.047,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.187,11.992,12.048,779,92.477,38.386,52.433,14.941,69.902,59.426,1342.0,1752.8,1101.1,1342.0,98.0,75.0,0.0,3.0,50.4,98.7,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,73.1,71.1,1033,1007,43,8.0,93,407,29,0.078,0.124,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:49.912,9073,5995,60.2,5103,3040,62.6,7.1,1.020,1.017,1.022,1.045,3663.4,3663.4,3663.4,3762.4,99.0,3663.4,99.0,3034.8,3008.5,2270.8,2207.5,2630.4,79.3,76.9,55.1,53.3,79.3,66.1,100.0,37.0,37.0,37.0,38.0,37.0,53,53,52,47,47,47,48,53,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,0.000,0.000,0.000,0.000,0.000,0.000,39.410,29.823,2.856,25.0,81.7,81.1,61.3,59.6,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.5,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.360,3.344,12.096,0.816,1.120,3.424,2.944,1.008,1.048,1.008,1.488,1.864,854,916,924,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.004,18960,6282,0.0,0.0,0.0,0.000,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,59,1.187,12.032,12.072,785,73.523,33.268,38.594,14.405,51.451,43.737,1342.0,1752.8,1101.1,1342.0,72.0,57.0,0.0,2.0,51.8,95.2,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,58.2,56.6,1061,1035,54,8.0,85,407,29,0.023,0.016,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:52.445,9074,5995,60.2,5099,3044,62.6,7.1,1.020,1.042,1.022,1.020,3663.4,3762.4,3663.4,3663.4,99.0,3663.4,99.0,2163.0,2367.7,1374.4,1185.1,1772.5,56.4,63.1,35.5,24.5,63.1,44.9,100.0,37.0,38.0,37.0,37.0,37.0,52,52,48,47,48,48,52,53,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,49,0.000,0.000,0.000,0.000,0.000,0.000,32.150,22.290,2.608,25.0,57.2,62.7,36.7,31.8,0.0,0.0,15.2,10.7,0.0,0.0,35.0,45.7,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,19.0,23.0,52.0,1.728,5.120,3.360,3.344,12.192,0.816,1.128,3.424,2.944,1.008,1.056,1.008,1.488,1.864,835,917,909,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.000,18960,6282,0.0,0.0,0.0,0.000,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,58,1.187,12.024,12.072,782,74.746,33.439,39.644,14.233,52.851,44.928,1342.0,1752.8,1101.1,1342.0,77.0,60.0,0.0,2.0,51.6,75.8,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,60.4,57.5,1057,1031,57,8.0,53,407,29,2.579,1.023,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:54.995,9043,6026,60.0,5102,3041,62.6,7.1,1.020,1.017,1.022,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,2690.7,2615.8,1820.0,1873.8,2250.1,70.3,61.1,43.2,46.2,70.3,55.2,100.0,37.0,37.0,37.0,37.0,37.0,54,54,52,51,46,46,48,49,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,54,50,0.000,0.000,0.000,0.000,0.000,0.000,36.029,26.212,2.773,25.0,72.1,70.1,49.0,50.6,0.0,0.0,4.8,1.5,0.0,0.0,17.5,24.5,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.344,3.344,12.096,0.816,1.104,3.424,2.944,1.008,1.032,1.008,1.488,1.864,795,924,924,No,30,No,No,33,No,No,801,2586,0.0,0.0,0.0,0.000,0.025,18960,6282,0.6,0.0,0.6,0.003,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.212,11.992,12.032,778,99.721,40.281,57.778,15.049,77.029,65.484,1354.2,1752.8,1110.5,1354.2,98.0,75.0,0.0,2.0,51.7,94.5,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,77.5,76.7,1060,1034,54,8.0,113,407,29,1.516,0.048,0,0,0.000,0.000,0,0,0,
8.2.2021,18:6:57.542,9078,5990,60.2,5112,3031,62.7,7.1,1.020,1.017,1.017,1.020,3663.4,3663.4,3663.4,3663.4,99.0,3663.4,99.0,2982.3,2906.8,2364.9,2426.5,2670.1,74.8,71.1,63.8,54.6,74.8,66.1,100.0,37.0,37.0,37.0,37.0,37.0,54,56,54,53,46,44,46,47,56,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,55,51,0.000,0.000,0.000,0.000,0.000,0.000,39.450,29.838,2.870,25.0,80.5,78.4,63.9,65.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.2,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,20.0,24.0,54.0,1.728,5.120,3.344,3.344,12.096,0.816,1.104,3.424,2.944,1.008,1.032,1.008,1.488,1.864,786,915,909,No,30,No,No,33,No,No,801,2586,0.7,0.0,0.7,0.025,0.000,18960,6282,0.6,0.0,0.6,0.009,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,61,1.212,12.024,12.056,784,81.464,35.158,44.643,14.281,59.520,50.599,1354.2,1752.8,1110.5,1354.2,80.0,56.0,0.0,2.0,52.7,96.9,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,64.0,62.7,1079,1053,47,8.0,102,407,29,0.158,0.151,0,0,0.000,0.000,0,0,0,
8.2.2021,18:7:0.083,9089,5980,60.3,5115,3027,62.8,7.1,1.020,1.022,1.022,1.045,3663.4,3663.4,3663.4,3762.4,99.0,3663.4,99.0,2130.2,2193.3,1201.7,1022.2,1636.9,51.2,57.9,28.0,25.0,57.9,40.5,100.0,37.0,37.0,37.0,38.0,37.0,51,51,50,45,49,49,50,55,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,51,50,0.000,0.000,0.000,0.000,0.000,0.000,31.172,20.944,2.577,25.0,56.1,57.8,32.2,27.4,0.0,0.0,2.5,1.0,0.0,0.0,54.9,58.6,792.1,8.00,11,11,11,28,128,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,19.0,23.0,52.0,1.728,5.120,3.360,3.344,12.192,0.816,1.136,3.424,2.944,1.008,1.056,1.008,1.488,1.864,794,922,920,No,30,No,No,33,No,No,801,2586,0.0,0.1,0.1,0.000,0.053,18960,6282,0.0,0.0,0.0,0.000,0.000,9011,213,0.0,0.0,0.0,0.000,0.000,4029,60,1.212,12.016,12.064,778,83.458,35.411,46.386,13.965,61.840,52.571,1354.2,1752.8,1110.5,1354.2,83.0,65.0,0.0,1.0,52.6,83.5,0.0,0.0,0.0,0.0,0.0,34,No,No,Yes,No,No,No,63.1,64.2,1078,1052,55,8.0,69,407,29,2.495,1.593,0,0,0.000,0.000,0,0,0,
